name,type,start_date,end_date,influence_area
Bão số 1 (NURI),Bão,11/06/2020,14/06/2020,Trên khu vực phía Nam tỉnh Quảng Đông (Trung Quốc).
Lốc xoáy tại Phú Yên,Lốc,09/06/2020,09/06/2020,Thôn Lương Phước - xã Hòa Phú - huyện Tây Hòa - tỉnh Phú Yên
Sạt lở tại Hậu Giang,Sạt lở đất do mưa lũ hoặc dòng chảy,09/06/2020,09/06/2021,Kênh Mái Dầm - ấp Phú Đông - thị trấn Mái Dầm - huyện Châu Thành - tỉnh Hậu Giang
Bão VONGFONG,Bão,13/05/2020,17/05/2020,Trên khu vực phía Bắc đảo Lu-dông (Phi-líp-pin).
"Tin nắng nóng diện rộng ở Trung Trung Bộ, Tây Nguyên và Nam Bộ",Nắng nóng,10/05/2020,,"Tây Bắc Bộ, các tỉnh từ Thanh Hóa đến Phú Yên, Tây Nguyên và Nam Bộ"
Động đất tại Tuyên Quang,Động đất,06/05/2020,06/05/2020,Huyện Yên Sơn - Tỉnh Tuyên Quang
"Mưa lớn, lốc xoáy tại Nghệ An",Mưa lớn,03/05/2020,03/05/2020,"Xã Quang Phong huyện Quế Phong tỉnh Nghệ An và khu vực bản Diềm, xã Châu Khê, huyện Con Cuông"
Động đất tại Quảng Bình,Động đất,30/04/2020,30/04/2020,"Huyện Quảng Trạch, tỉnh Quảng Bình."
Lốc xoáy tại quần đảo Trường Sa,Lốc,28/04/2020,28/04/2020,Khu vực quần đảo Trường Sa tỉnh Khánh Hòa
Lốc tại Bình Dương,Lốc,27/04/2020,27/04/2020,"Phường Phú Thọ, thành phố Thủ Dầu Một, Tỉnh Bình Dương"
"Mưa đá, dông lốc ở Lai Châu, Hà Giang,  Sơn La, Yên Bái",Mưa đá,22/04/2020,23/04/2020,"Lai Châu, Hà Giang,  Sơn La, Yên Bái"
Ngập lụt tại Thừa Thiên Huế,Ngập lụt,22/04/2020,24/04/2020,Thừa Thiên Huế
"Mưa đá tại Lào Cai, Yên Bái, Lai Châu, Phú Thọ",Mưa đá,17/03/2020,,"Lào Cai, Yên Bái, Lai Châu, Phú Thọ"
Động đất tại Điện Biên,Động đất,04/03/2020,04/03/2020,"Xã Noong Luống, huyện Điện Biên, cách trung tâm thành phố Điện Biên Phủ khoảng 15km"
Mưa lớn tại Hà Nội,Mưa lớn,03/03/2020,03/03/2020,Hà Nội
"Mưa đá, dông, lốc, sét tại 07 tỉnh miền núi phía Bắc",Mưa đá,02/03/2020,04/03/2020,"Yên Bái, Lào Cai, Hà Giang, Tuyên Quang, Sơn La, Lai Châu, Cao Bằng"
Lũ quét tại Sơn La,Lũ quét,02/03/2020,03/03/2020,"Bản Mong, xã Song Pe, huyện Bắc Yên, tỉnh Sơn La"
Động đất tại Hà Giang,Động đất,27/02/2020,27/02/2020,"Huyện Hoàng Su Phì, tỉnh Hà Giang"
Động đất tại Hà Tĩnh,Động đất,21/02/2020,21/02/2020,"Huyện Hương Sơn, tỉnh Hà Tĩnh"
Bão số 8 (PHANFONE),Bão,23/12/2019,28/12/2019,Cách quần đảo Hoàng Sa khoảng 310km về phía Đông Nam
Bão số 7 (KAMMURI),Bão,02/12/2019,05/12/2019,Cách đảo Song Tử Tây (quần đảo Trường Sa) khoảng 210km về phía Bắc Tây Bắc.
Bão Kalmaegi,Bão,18/11/2019,20/11/2019,"Trên khu vực phía Bắc đảo Lu-dông (Phi-líp-pin). Sức gió mạnh nhất vùng gần tâm áp thấp nhiệt đới mạnh cấp 6 (40-50km/giờ), giật cấp 8."
Bão số 6 (NAKRI),Bão,05/11/2019,11/11/2019,Trên khu vực phía Nam của Tây Nguyên.
Bão số 5 (MATMO),Bão,28/10/2019,31/10/2019,
Áp thấp nhiệt đới trên biển Đông,Áp thấp nhiệt đới,02/09/2019,03/09/2019,
Áp thấp nhiệt đới trên biển Đông,Áp thấp nhiệt đới,30/08/2019,05/09/2019,
Bão số 4 (PODUL),Bão,26/08/2019,30/08/2019,Trên khu vực trung Lào
Bão BAILU,Bão,22/08/2019,25/08/2019,"Tỉnh Phúc Kiến, Trung Quốc"
Áp thấp nhiệt đới trên biển Đông,Áp thấp nhiệt đới,06/08/2019,08/08/2019,Cách đảo Lu-dông (Phi-líp-pin) 100km về phía Tây.
Bão số 3 (WIPHA),Bão,29/07/2019,03/08/2019,
Áp thấp nhiệt đới trên biển Đông,Áp thấp nhiệt đới,17/07/2019,19/07/2019,Trên vùng biển phía Nam Đài Loan
Bão Danas,Bão,16/07/2019,18/07/2019,Vùng biển phía Đông Bắc đảo Lu-dông (Philippin)
Bão số 2 (Mun),Bão,30/06/2019,04/07/2019,Ngay trên đất liền các tỉnh đồng bằng Bắc Bộ
"Lốc xoáy, sạt lở đất tại Cà Mau",Lốc,14/06/2019,16/06/2019,"Huyện Đầm Dơi, U Minh và Ngọc Hiển"
"Mưa lớn tại Hà Giang, Lào Cai",Mưa lớn,10/06/2019,11/06/2019,"Huyện Đồng Văn và Mèo Vạc (Hà Giang)
Huyện Sa Pa (Lào Cai)"
Sạt lở tại An Giang,Sạt lở đất do mưa lũ hoặc dòng chảy,09/06/2019,09/06/2019,"Tổ 13 khóm Thới Thạnh, phường Mỹ Thạnh, thành phố Long Xuyên"
Mưa dông tại tỉnh An Giang,Giông,04/06/2019,04/06/2019,"Thị xã Tân Châu, huyện An Phú và xã Phú Lộc, huyện Tân Châu"
Mưa dông tại Tây Ninh,Giông,04/06/2019,04/06/2019,"Xã Hiệp Tân, Huyện Hiệp Thành"
Mưa lốc tại Thái Nguyên,Lốc,04/06/2019,04/06/2019,Thị xã Phổ Yên
Động đất ở Điện Biên,Động đất,23/05/2019,23/05/2019,Vùng giáp ranh giữa địa bàn hai xã Xa Dung và Na Son của huyện Điện Biên Đông.
TIN ÁP THẤP NHIỆT ĐỚI TRÊN BIỂN ĐÔNG,Áp thấp nhiệt đới,17/05/2019,,
Lốc xoáy tại Bình Dương,Lốc,02/05/2019,03/05/2019,
"Thiên tai tại Hà Giang, Nghệ An, Hà Tĩnh",Lốc,01/05/2019,01/05/2019,"Hà Giang, Nghệ An, Hà Tĩnh"
Lốc xoáy tại Bắc Kạn,Lốc,13/04/2019,13/04/2019,"Huyện Bạch Thông, Huyện Chợ Đồn, Huyện Na Rì"
Lốc xoáy tại Quảng Bình,Lốc,11/04/2019,11/04/2019,"Trên địa bàn Huyện Minh Hóa, Tỉnh Quảng Bình"
Động đất tại Thanh Hóa,Động đất,04/04/2019,04/04/2019,"Quan Sơn, tỉnh Thanh Hóa"
Bão số 1 (PABUK),Bão,27/12/2018,06/01/2019,Biển Đông
Động đất tại Sơn La,Động đất,21/12/2018,21/12/2018,"khu vực huyện Bắc Yên, tỉnh Sơn La"
Lũ trên các sông từ Quảng Bình đến Phú Yên,Lũ,07/12/2018,,Quảng Bình đến Phú Yên
CƠN BÃO SỐ 9 (USAGI),Bão,19/11/2018,26/11/2018,từ Khánh Hòa đến Bến Tre
CƠN BÃO SỐ 8 (BÃO TORAJI),Bão,14/11/2018,18/11/2018,Ninh Thuận-Bình Thuận
CƠN BÃO SỐ 7 (YUTU),Bão,29/10/2018,03/11/2018,vùng biển Đông Bắc Biển Đông
CƠN BÃO SỐ 06 (MANGKHUT),Bão,11/09/2018,,Trên đất liền phía Nam tỉnh Quảng Đông (Trung Quốc).
CƠN BÃO SỐ 05 (BARIJAT),Bão,10/09/2018,,Cách Móng Cái (Quảng Ninh) khoảng 330km về phía Đông.
TIN LŨ TRÊN CÁC SÔNG,Lũ,01/09/2018,,"Yên Bái, Thanh Hóa"
CƠN BÃO SỐ 04 (BEBINCA),Bão,13/08/2018,17/08/2018,Khu vực Thanh Hóa
TIN ÁP THẤP NHIỆT ĐỚI TRÊN BIỂN ĐÔNG,Áp thấp nhiệt đới,07/08/2018,,Trên vùng bờ biển phía Nam tỉnh Quảng Đông (Trung Quốc)
TIN ÁP THẤP NHIỆT ĐỚI GẦN BỜ,Áp thấp nhiệt đới,20/07/2018,,Trên khu vực phía Bắc đảo Hải Nam (Trung Quốc).
TIN LŨ TRÊN CÁC SÔNG,Lũ,19/07/2018,,"Lào Cai, Phú Thọ, Sơn La, Yên Bái, Hòa Bình, Quảng Ninh, Thanh Hóa, Nghệ An, Hà Tĩnh"
CƠN BÃO SỐ 03 (SON-TINH),Bão,17/07/2018,19/07/2018,"Khu vực phía Tây đảo Hải Nam, cách đất liền các tỉnh từ Thái Bình đến Hà Tĩnh khoảng 390km về phía Đông."
TIN ÁP THẤP NHIỆT ĐỚI GẦN BỜ,Áp thấp nhiệt đới,17/07/2018,,"các tỉnh Nghệ An, Hà Tĩnh, Quảng Bình."
"MƯA LŨ, LŨ QUÉT, SẠT LỞ ĐẤT Ở CÁC TỈNH MIỀN NÚI PHÍA BẮC",Lũ quét,23/06/2018,,"Các tỉnh khu vực trung du miền núi phía Bắc, đặc biệt tại các tỉnh như: Lai Châu, Sơn La, Điện Biên, Lào Cai, Yên Bái, Hà Giang."
TIN ÁP THẤP NHIỆT ĐỚI TRÊN BIỂN ĐÔNG,Áp thấp nhiệt đới,14/06/2018,,vùng biển phía Đông Bắc của khu vực Bắc biển Đông
TIN BÃO GẦN BỜ (CƠN BÃO SỐ 02-CƠN BÃO EWINIAR),Bão,01/06/2018,07/06/2018,Cách quần đảo Hoàng Sa khoảng 220km về phía Nam đến trên vùng biển phía Đông bán đảo Lôi Châu.
TIN BÃO GẦN BIỂN ĐÔNG (BÃO SANBA),Bão,13/02/2018,15/02/2018,Khu vực phía Đông đảo Pa-la-oan (Phi-líp-pin).
Cơn Bão số 1 (BOLAVEN),Bão,02/01/2018,,Trên vùng biển các tỉnh từ Phú Yên đến Ninh Thuận.
Cơn bão số 16 (TEMBIN),Bão,23/12/2017,26/12/2017,cách Côn Đảo khoảng 320km về phía Đông.
TIN BÃO TRÊN BIỂN ĐÔNG (CƠN BÃO SỐ 15-KAITAK) VÀ TIN BÃO GẦN BIỂN ĐÔNG (CƠN BÃO TEMBIN),Bão,16/12/2017,,
Cơn bão số 14 (KIROGI),Bão,16/11/2017,19/11/2017,Trên vùng biển ngoài khơi các tỉnh Ninh Thuận-Bà Rịa Vũng Tàu.
Cơn bão số 13 (Haikui),Bão,10/11/2017,13/11/2017,Cách quần đảo Hoàng Sa khoảng 140km về phía Đông Bắc.
Tin lũ khẩn cấp,Lũ,05/11/2017,,"Quảng Bình, Quảng Trị, Thừa Thiên Huế, Quảng Nam, Quảng Ngãi, Bình Định, Khánh Hòa, Phú Yên, Kon Tum"
Cơn bão số 12 (DAMREY),Bão,02/11/2017,04/11/2017,Trên đất liền các tỉnh Khánh Hòa-Đắc Lắk-Lâm Đồng
Tin áp thấp nhiệt đới trên biển Đông,Áp thấp nhiệt đới,29/10/2017,02/11/2017,cách đảo Song Tử Tây khoảng 380km về phía Đông Đông Bắc.
Tin về vùng áp thấp trên biển Đông,Áp thấp nhiệt đới,18/10/2017,19/10/2017,Cách đảo Song Tử Tây khoảng 350km về phía Đông Đông Bắc.
Cơn bão số 11 (KHANUN),Bão,13/10/2017,16/10/2017,Trên khu vực phía Bắc Vịnh Bắc Bộ.
Tin lũ khẩn cấp trên các sông,Lũ,11/10/2017,12/10/2017,"Thanh Hóa, Nghệ An, Hà Tĩnh"
Tin áp thấp nhiệt đới gần bờ,Áp thấp nhiệt đới,08/10/2017,10/10/2017,Cách quần đảo Hoàng Sa khoảng 360km về phía Đông Đông Bắc.
Tin áp thấp nhiệt đới,Áp thấp nhiệt đới,23/09/2017,25/09/2017,Cách bờ biển Quảng Ninh-Hải Phòng khoảng 220km về phía Đông Đông Nam.
Cơn bão số 10 (DOKSURI),Bão,13/09/2017,16/10/2017,Vùng biển phía Đông khu vực Bắc và Giữa Biển Đông đến ngay trên vùng biển các tỉnh từ Hà Tĩnh đến Quảng Trị.
TIN VỀ CƠN BÃO TALIM VÀ ÁP THẤP NHIỆT ĐỚI GẦN BIỂN ĐÔNG,Bão,11/09/2017,12/10/2017,Vùng bờ biển phía Tây miền Trung Philippin.
Cơn bão số 9 (GUCHOL),Bão,05/09/2017,06/09/2017,Cách đảo Lu-Dông (Philippin) khoảng 200km về phía Bắc Tây Bắc.
Cơn bão số 8 (MAWAR),Bão,31/08/2017,03/09/2017,Từ cách đảo Lu-Dông khoảng 200km về phía Tây Bắc đến phía Đông tỉnh Quảng Đông (Trung Quốc).
Cơn bão số 7 (PAKHAR),Bão,25/08/2017,27/08/2017,cách đảo Lu-dông (Phi-líp-pin) khoảng 170km về phía Đông Đông Nam và cách bán đảo Lôi Châu (Trung Quốc) khoảng 890km về phía Đông Nam
Cơn bão số 6 (HATO),Bão,23/08/2017,25/08/2017,Vùng biển phía Bắc khu vực Bắc Biển Đông
Cơn bão số 5 (HAITANG),Bão,27/07/2017,30/07/2017,Cách quần đảo Hoàng Sa khoảng 520km về phía Đông Đông Bắc đến cách bờ biển phía Đông Nam tỉnh Phúc Kiến (Trung Quốc) khoảng 460km về phía Nam Đông Nam.
Cơn bão số 4 (SONCA),Bão,23/07/2017,25/07/2017,Từ cách đảo Hải Nam (Trung Quốc) khoảng 140km về phía Đông Nam đến trên bờ biển các tỉnh Hà Tĩnh-Quảng Trị.
Cơn bão số 2 (TALAS),Bão,13/07/2017,17/07/2017,Từ vùng biển quần đảo Hoàng Sa đến vùng núi Nghệ An-Hà Tĩnh.
Cơn bão số 1 (Merbok),Bão,09/06/2017,13/06/2017,Từ cách quần đảo Hoàng Sa khoảng 680km về phía Đông Nam đến tỉnh Quảng Đông (Trung Quốc).
Tin áp thấp nhiệt đới trên biển đông,Áp thấp nhiệt đới,17/04/2017,20/04/2017,Từ cách đảo Song Tử Tây (quần đảo Trường Sa) khoảng 410km về phía Đông Bắ đến cách đảo Lu-dông (Phi-líp-pin) khoảng 340km về phía Tây Bắc.
Cơn Bão số 10 (Nock-Ten),Bão,24/12/2016,27/12/2016,Từ cách bờ biển miền Trung Phillippin khoảng 460km về phía Đông đến cách đảo Song Tử Tây (thuộc quần đảo Trường Sa) khoảng 280km về phía Bắc.
Tin nhanh về tình hình lũ trên các sông từ Thừa Thiên Huế đến Khánh Hòa và Gia Llai,Lũ,15/12/2016,,
Tin áp thấp nhiệt đới trên biển đông,Áp thấp nhiệt đới,11/12/2016,13/12/2016,Cách đảo Huyền Trân (quần đảo Trường Sa) khoảng 100km về phía Tây đến cách cách bờ biển các tỉnh Ninh Thuận – Bà Rịa Vũng Tàu khoảng 150km về phía Đông Đông Nam.
Cơn Bão số 9 (Tokage),Bão,24/11/2016,28/11/2016,Cách đảo Song Tử Tây (thuộc quần đảo Trường Sa) khoảng 500km về phía Đông Bắc đên cách quần đảo Hoàng Sa khoảng 550km về phía Đông.
Lũ lụt Miền Trung tháng 11/2016,Lũ,30/10/2016,,Các tỉnh từ Nghệ An đến Khánh Hòa
Cơn Bão số 8 (Haima),Bão,18/10/2016,21/10/2016,Từ cách đảo Lu Dông khoảng 770km về phía Đông Đông Nam đến cách Hồng Kông (Trung Quốc) khoảng 140 km về phía Đông.
Cơn Bão số 7 (Sarika),Bão,15/10/2016,19/10/2016,Cách đảo Lu Dông (Philippin) khoảng 360km về phía Đông Đông Nam đến cách Quảng Ninh khoảng 90km về phía Đông Nam.
Lũ do mưa lớn và áp thấp tháng 10/2016,Lũ,15/10/2016,,Khu vực Miền Trung
Tin Áp thấp nhiệt đới gần bờ,Áp thấp nhiệt đới,13/10/2016,14/10/2016,Từ cách bờ biển Quảng Trị-Quảng Ngãi khoảng 430km về phía Đông Đông Bắc đến  tỉnh Quảng Trị-Thừa Thiên Huế.
Cơn Bão số 6 (Aere),Bão,05/10/2016,10/10/2016,Từ cách đảo Lu Dông khoảng 230km về phía Đông Bắc đến khu vực cách Hồng Kông (Trung Quốc) khoảng 380km về phía Đông Đông Nam.
Cơn Bão số 5 (Meranti),Bão,12/09/2016,15/09/2016,Từ cách đảo Lu Dông khoảng 300km về phía Đông Bắc đến bờ biển Phía Nam tỉnh Phúc Kiến (Trung Quốc).
Cơn Bão số 4 (RAI),Bão,11/09/2016,13/09/2016,Từ Khu vực phía Bắc Tây Bắc quần đảo Trường Sa đến trên đất liền các tỉnh Quảng Nam-Quảng Ngãi.
Cơn Bão số 3 (Dianmu),Bão,15/08/2016,19/08/2016,Từ vùng biển phía Tây Nam tỉnh Quảng Đông (Trung Quốc) đến khu vực Hà Nội
Cơn Bão số 2 (Nida),Bão,29/07/2016,03/08/2016,Từ cách đảo Lu Dông khoảng 540km về phía Đông Đông Nam đến  khu vực tỉnh Quảng Tây.
Cơn Bão số 1 (Mirinae),Bão,25/07/2016,29/07/2016,Từ Cách quần đảo Hoàng Sa khoảng 170km về phía Bắc Đông Bắc đến  bờ biển các tỉnh Thái Bình-Ninh Bình.
Tin áp thấp nhiệt đới trên biển đông,Áp thấp nhiệt đới,26/06/2016,28/06/2016,Từ cách quần đảo Hoàng Sa khoảng 480km về phía Đông Bắc đến vùng biển phía nam tỉnh Quảng Đông (Trung Quốc)
Tin áp thấp nhiệt đới trên biển đông,Áp thấp nhiệt đới,23/06/2016,26/06/2016,Cách quần đảo Hoàng Sa 350km về phía Đông Nam
Tin áp thấp nhiệt đới trên biển đông,Áp thấp nhiệt đới,26/05/2016,27/05/2016,Khu vực phía Đông Bắc quần đảo Hoàng Sa.
"Mưa giông, Lũ quét và Sạt lở đất tại Bắc Bộ, Tây Nguyên và Nam Bộ",Mưa lớn,24/05/2016,24/05/2016,"Các tỉnh Tây Bắc, Việt Bắc, đồng bằng của Bắc Bộ, Tây Nguyên và Nam Bộ."
"Lốc Xoáy tại xã Phong Hiền, huyện Phong Điền, Tỉnh Thừa Thiên Huế",Lốc,17/04/2016,17/04/2016,"Xã Phong Hiền, huyện Phong Điền, Tỉnh Thừa Thiên Huế"
"Mưa đá tại các tỉnh Tuyên Quang, Hà Giang và Yên Bái",Mưa đá,03/04/2016,04/04/2016,"Tuyên Quang, Hà Giang, Yên Bái, Cao Bằng"
"Hạn hán, xâm nhập mặn các tỉnh đồng Bằn Sông Cửu Long năm 2016",Hạn hán,15/02/2016,,
"Rét đậm, rét hại diện rộng và cảnh báo gió mạnh, sóng lớn trên biển",Rét hại,22/01/2016,05/02/2016,Các tỉnh miền Bắc và các tỉnh Trung Bộ
"Hạn hán tại 05 tỉnh Tây Nguyên và các tỉnh Duyên Hải Nam Trung Bộ (Ninh Thuận, Bình Thuận và Khánh Hòa) năm 2016",Hạn hán,01/01/2016,,"05 tỉnh Tây Nguyên (Lâm Đồng, Đắk Lắk, Gia Lai, Kon Tum, Đắk Nông) và các tỉnh Duyên Hải Nam Trung Bộ (Ninh Thuận, Bình Thuận và Khánh Hòa)."
Cơn bão số 5 (Melor),Bão,13/12/2015,17/12/2015,Từ cách bờ biển miền Trung Philippin khoảng 420km về phía Đông đến cách đảo Song Tử Tây (thuộc quần đảo Trường Sa) khoảng 530km về phía Đông Đông Bắc
Cơn bão Koppu,Bão,17/10/2015,21/10/2015,Từ vị trí cách đảo Lu Dông (Philippin) khoảng 270km về phía Đông đến cách đảo Đài Loan (Trung Quốc) khoảng 260km về phía Đông Nam
Cơn bão số 4 (Mujigae),Bão,01/10/2015,05/10/2015,Từ đảo Lu Dông (Philippin) đến trên khu vực phía Bắc bán đảo Lôi Châu (Trung Quốc) rồi khu vực phía Nam tỉnh Quảng Tây (Trung Quốc)
Cơn bão số 3,Bão,13/09/2015,15/09/2015,Từ Vùng biển Tây Nam quần đảo Hoàng Sa đến vùng biển các tỉnh Đà Nẵng-Bình Định
Cơn bão Soudelor,Bão,05/08/2015,10/08/2015,Vùng biển phía Đông Nam đảo Đài Loan (Trung Quốc)
Mưa lũ miền bắc Việt Nam (lũ tại Quảng Ninh),Lũ,27/07/2015,10/08/2015,
Cơn bão số 2 (LINFA),Bão,04/07/2015,10/07/2015,Từ Vùng biển phía Tây Bắc đảo Lu-dông (Phi-líp-pin) đến Vùng bờ biển phía Nam tỉnh Quảng Đông (Trung Quốc)
Bão số 1 (bão Kujira),Bão,21/06/2015,24/06/2015,"Nam Định, Thái Bình, Hải Phòng, Quảng Ninh"
Cơn bão số 5 (Bão Hagupit),Bão,09/12/2014,12/12/2014,trên vùng biển các tỉnh Khánh Hòa – Ninh Thuận
Cơn bão số 4 (Cơn bão Sinlaku),Bão,28/11/2014,30/11/2014,Trên đất liền khu vực Phú Yên - Bình Định.
Cơn bão FUNG - WONG,Bão,19/09/2014,21/09/2014,Trên vùng bờ biển phía Đông đảo Đài Loan (Trung Quốc).
Cơn bão số 3 (Cơn bão Kalmaegi),Bão,12/09/2014,17/09/2014,"Trên đất liền khu vực các tỉnh Lào Cai, Yên Bái, Hà Giang"
Áp thấp nhiệt đới trên biển Đông,Mưa lớn,06/09/2014,08/09/2014,Phía bắc bán đảo Lôi Châu (Trung Quốc)
Cơn bão số 2 (Cơn bão Rammasun),Bão,15/07/2014,19/07/2014,"Trên khu vực vùng núi Cao Bằng, Lạng Sơn."
Cơn bão số 1 (Cơn bão Hagibis),Bão,13/06/2014,15/06/2014,khu vực phía đông nam tỉnh Quảng Đông (Trung Quốc)
Cơn bão Kajiki,Bão,01/02/2014,02/02/2014,Trên khu vực phía Đông Bắc quần đảo Trường Sa
Cơn bão số 15 (Cơn bão Podul),Bão,11/11/2013,15/11/2013,Trên khu vực các tỉnh Phú Yên – Khánh Hòa
Cơn bão số 14 (Bão HAIYAN),Bão,05/11/2013,11/11/2013,Trên vùng biển và đất liền tỉnh Quảng Ninh
Cơn bão số 12  (Cơn bão Krosa),Bão,31/10/2013,04/11/2013,Trên các tỉnh Đà Nẵng – Bình Định
Cơn bão số 11,Bão,10/10/2013,15/10/2013,Trên khu vực Nam Lào.
Cơn bão số 10,Bão,26/09/2013,01/10/2013,trên khu vực Trung Lào
Cơn bão số 9,Bão,20/09/2013,23/09/2013,Khu vực phía Đông tỉnh Quảng Tây (Trung Quốc)
Cơn bão số 8,Bão,17/09/2013,19/09/2013,Trên đất liền các tỉnh Thừa Thiên Huế - Quảng Nam
Cơn bão số 7,Bão,10/08/2013,15/08/2013,Trên đất liền phía Đông Nam tỉnh Quảng Tây (Trung Quốc)
Cơn bão số 6,Bão,05/08/2013,05/08/2013,Trên khu vực biên giới Việt - Lào.
Cơn bão số 5,Bão,31/07/2013,03/08/2013,Trên khu vực vùng núi Bắc Bộ
TIN ÁP THẤP NHIỆT ĐỚI TRÊN BIỂN ĐÔNG,Mưa lớn,18/07/2013,20/07/2013,Trên khu vực quần đảo Hoàng Sa
Cơn bão số 4,Bão,16/07/2013,18/07/2013,Cách bờ biển tỉnh Quảng Đông (Trung Quốc) khoảng 140km về phía Đông Namam
Cơn bão số 3,Bão,28/06/2013,28/06/2013,"Trên đất liền tỉnh Quảng Tây (Trung Quốc), cách Móng Cái (Quảng Ninh) khoảng 180km về phía Đông Bắc."
Cơn bão số 2,Bão,20/06/2013,24/06/2013,Trên khu vực các tỉnh phía Đông Bắc Bộ
Áp thấp nhiệt đới gần biển Đông,Mưa lớn,19/02/2013,23/02/2013,Cách đảo Huyền Trân (thuộc tỉnh Bà Rịa – Vũng Tàu) khoảng 480km về phía Nam Tây Nam
Cơn bão số 1,Bão,04/01/2013,08/01/2013,cách đảo Côn Đảo khoảng 400km về phía Nam Đông Nam
"Tổng hợp diễn biến tình hình mưa đá, lốc xoáy trên cả nước (tính từ 01/01 đến 01/4)",Khác,01/01/2013,01/04/2013,
Tin bão trên biển Đông - Cơn bão số 10,Bão,26/12/2012,28/12/2012,khu vực vùng biển phía Tây quần đảo Trường Sa
Cơn bão số 9,Bão,04/12/2012,09/12/2012,Khu vực biển phía Tây Bắc đảo Lu Dông (Philippin)
Tin áp thấp nhiệt đới trên biển Đông,Mưa lớn,13/11/2012,15/11/2012,
Cơn bão số 8,Bão,25/10/2012,29/10/2012,Khu vực ven biển tỉnh Quảng Ninh
Động đất ngày 16/10/2012,Động đất,16/10/2012,17/10/2012,"Huyện Bắc Trà My, tỉnh Quảng Nam"
Động đất ngoài khơi Vinh Bắc Bộ ngày 03 tháng 10 năm 2012,Động đất,03/10/2012,03/10/2012,Khu vực ngoài khơi Vịnh Bắc Bộ
Động đất tại Kiến An (Hải Phòng),Động đất,03/10/2012,04/10/2012,Khu vực Kiến An - Hải Phòng
Động đất tại Thủy Nguyên  (Hải Phòng),Động đất,03/10/2012,04/10/2012,Khu vực địa phận Thủy Nguyên Hải Phòng
Cơn bão số 7 - bão Gaemi,Bão,01/10/2012,06/10/2012,Trên địa phận các tỉnh Bình Định – Phú Yên và Gia Lai
Tin áp thấp nhiệt đới trên biển Đông,Mưa lớn,01/10/2012,02/10/2012,Cách quần đảo Hoàng Sa khoảng 280 km về phía Đông
Mưa lớn gây ngập lụt ở Bắc Trung Bộ,Mưa lớn,05/09/2012,06/09/2012,Khu vực từ Nghệ An đến Quảng Bình
Cơn bão số 6,Bão,23/08/2012,29/08/2012,Cách đảo Đài Loan (Trung Quốc) khoảng 280km về phía Đông Đông Nam
Cơn bão số 5,Bão,15/08/2012,18/08/2012,Khu vực vùng núi phía Bắc.
Flood number 3,Bão,23/07/2012,23/07/2012,Hai Thinh province
Cơn bão số 4,Bão,20/07/2012,25/07/2012,"Khu vực Đông, Đông Bắc, Bắc."
Sạt lở đất đá,Sạt lở đất do mưa lũ hoặc dòng chảy,03/07/2012,04/07/2012,Huyện Mù Cang Chải (tỉnh Yên Bái)
Lốc xoáy,Lốc,29/06/2012,30/06/2012,Tỉnh Sóc Trăng
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
TIN ÁP THẤP NHIỆT ĐỚI GẦN BỜ,Áp thấp nhiệt đới,,,"các tỉnh Nghệ An, Hà Tĩnh, Quảng Bình."
TROPICAL DEPRESSION WARNING,Áp thấp nhiệt đới,,,
"Sạt lở đất tại Đầm Dơi, Cà Mau",Bão,,,
Sạt lở đất tại Cà Mau,Sạt lở đất do mưa lũ hoặc dòng chảy,,,Ấp 4 - xã Hiệp Tùng - huyện Năm Căn - tỉnh Cà Mau
Vùng áp thấp trên biển đông,Áp thấp nhiệt đới,,,
Lốc xoáy tại Cà Mau,Lốc,,,"Ấp Dinh Củ, xã Tam Giang Tây, huyện Ngọc Hiển"
Động đất tại Sơn La,Động đất,,,
Áp thấp trên biển Đông (Tin phát lúc 9 giờ 01/07/2019),Áp thấp nhiệt đới,,,Vùng biển phía Đông Bắc quần đảo Hoàng Sa
Áp thấp trên biển Đông (Tin phát lúc 9 giờ 01/07/2019),Áp thấp nhiệt đới,,,Vùng biển phía Đông Bắc quần đảo Hoàng Sa
"Thiên tai tại Hà Giang, Nghệ An, Hà Tĩnh",Lốc,,,
"Thiên tai tại Hà Giang, Nghệ An, Hà Tĩnh",Lốc,,,
"TIN NHANH CẢNH BÁO LŨ QUÉT, SẠT LỞ ĐẤT NGẬP ÚNG CỤC BỘ Ở TỈNH THANH HÓA",Lũ quét,,,
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
TIN BÃO KHẨN CẤP (CƠN BÃO SỐ 4),Bão,,,
